Date,old_column,Column,Age_Range,Cases,Daily Cases,Diff
2020-07-18,Median_Age,Median Age,,32,-1.0,4.0
2020-07-18,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-18,Aged75to84,Aged,75-84,2299,0.0,-1.0
2020-07-18,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-18,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-18,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,-1.0
2020-07-18,Aged35to44,Aged,35-44,4527,5.0,1.0
2020-07-18,Male,Male,,11009,18.0,6.0
2020-07-18,Female,Female,,14707,15.0,5.0
2020-07-18,Aged5to14,Aged,5-14,339,1.0,1.0
2020-07-18,Aged15to24,Aged,15-24,1954,7.0,5.0
2020-07-18,Aged65to74,Aged,65-74,1821,5.0,2.0
2020-07-18,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-18,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8434,4.0,1.0
2020-07-18,HospitalisedAged75to84,Hospitalised Aged,75-84,740,0.0,0.0
2020-07-18,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-18,Aged85up,Aged,85+,2371,0.0,0.0
2020-07-18,ConfirmedCovidCases,Confirmed Covid Cases,,21,NaN,-13.0
2020-07-18,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25750,NaN,20.0
2020-07-18,Aged45to54,Aged,45-54,4603,2.0,0.0
2020-07-18,Aged1to4,Aged,1-4,183,3.0,2.0
2020-07-18,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-18,Unknown,Unknown,,3,0.0,0.0
2020-07-18,HospitalisedAged35to44,Hospitalised Aged,35-44,270,0.0,0.0
2020-07-18,Aged25to34,Aged,25-34,4345,8.0,-1.0
2020-07-19,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-19,Aged15to24,Aged,15-24,1958,4.0,-3.0
2020-07-19,Aged35to44,Aged,35-44,4528,1.0,-4.0
2020-07-19,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-19,HospitalisedAged75to84,Hospitalised Aged,75-84,740,0.0,0.0
2020-07-19,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8439,5.0,1.0
2020-07-19,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-19,Median_Age,Median Age,,33,1.0,2.0
2020-07-19,ConfirmedCovidCases,Confirmed Covid Cases,,9,NaN,-12.0
2020-07-19,Aged1to4,Aged,1-4,183,0.0,-3.0
2020-07-19,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-19,Aged75to84,Aged,75-84,2299,0.0,0.0
2020-07-19,Female,Female,,14717,10.0,-5.0
2020-07-19,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,0.0
2020-07-19,HospitalisedAged35to44,Hospitalised Aged,35-44,270,0.0,0.0
2020-07-19,Aged45to54,Aged,45-54,4606,3.0,1.0
2020-07-19,Aged65to74,Aged,65-74,1824,3.0,-2.0
2020-07-19,Aged25to34,Aged,25-34,4350,5.0,-3.0
2020-07-19,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-19,Aged85up,Aged,85+,2372,1.0,1.0
2020-07-19,HospitalisedCovidCases,Hospitalised Covid Cases,,3312,0.0,-1.0
2020-07-19,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25760,NaN,10.0
2020-07-19,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-19,Unknown,Unknown,,3,0.0,0.0
2020-07-19,ClustersNotified,Clusters Notified,,2146,36.0,27.0
2020-07-19,Aged55to64,Aged,55-64,3266,2.0,1.0
2020-07-19,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-19,HospitalisedAged15to24,Hospitalised Aged,15-24,71,0.0,-1.0
2020-07-19,Male,Male,,11018,9.0,-9.0
2020-07-19,Aged5to14,Aged,5-14,339,0.0,-1.0
2020-07-19,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25760,NaN,10.0
2020-07-20,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-20,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-20,Aged35to44,Aged,35-44,4532,4.0,3.0
2020-07-20,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25766,NaN,6.0
2020-07-20,ClustersNotified,Clusters Notified,,2146,0.0,-36.0
2020-07-20,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,0.0
2020-07-20,Unknown,Unknown,,3,0.0,0.0
2020-07-20,Aged85up,Aged,85+,2372,0.0,-1.0
2020-07-20,Aged75to84,Aged,75-84,2300,1.0,1.0
2020-07-20,Aged15to24,Aged,15-24,1959,1.0,-3.0
2020-07-20,HospitalisedAged35to44,Hospitalised Aged,35-44,270,0.0,0.0
2020-07-20,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-20,Aged55to64,Aged,55-64,3267,1.0,-1.0
2020-07-20,HospitalisedAged15to24,Hospitalised Aged,15-24,71,0.0,0.0
2020-07-20,Aged5to14,Aged,5-14,339,0.0,0.0
2020-07-20,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25766,NaN,6.0
2020-07-20,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-20,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-20,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8442,3.0,-2.0
2020-07-20,Male,Male,,11022,4.0,-5.0
2020-07-20,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-20,Aged25to34,Aged,25-34,4352,2.0,-3.0
2020-07-20,Aged65to74,Aged,65-74,1824,0.0,-3.0
2020-07-20,Aged45to54,Aged,45-54,4606,0.0,-3.0
2020-07-20,HospitalisedAged75to84,Hospitalised Aged,75-84,741,1.0,1.0
2020-07-20,Female,Female,,14722,5.0,-5.0
2020-07-20,Median_Age,Median Age,,36,3.0,2.0
2020-07-20,Aged1to4,Aged,1-4,183,0.0,0.0
2020-07-20,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-20,HospitalisedCovidCases,Hospitalised Covid Cases,,3313,1.0,1.0
2020-07-20,ConfirmedCovidCases,Confirmed Covid Cases,,6,NaN,-3.0
2020-07-21,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-21,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-21,Aged45to54,Aged,45-54,4608,2.0,2.0
2020-07-21,HospitalisedAged35to44,Hospitalised Aged,35-44,270,0.0,0.0
2020-07-21,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-21,Aged1to4,Aged,1-4,183,0.0,0.0
2020-07-21,Aged35to44,Aged,35-44,4534,2.0,-2.0
2020-07-21,HospitalisedCovidCases,Hospitalised Covid Cases,,3313,0.0,-1.0
2020-07-21,Aged75to84,Aged,75-84,2300,0.0,-1.0
2020-07-21,ConfirmedCovidCases,Confirmed Covid Cases,,36,NaN,30.0
2020-07-21,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,0.0
2020-07-21,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-21,Aged5to14,Aged,5-14,340,1.0,1.0
2020-07-21,Unknown,Unknown,,3,0.0,0.0
2020-07-21,ClustersNotified,Clusters Notified,,2146,0.0,0.0
2020-07-21,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25802,NaN,36.0
2020-07-21,Aged65to74,Aged,65-74,1824,0.0,0.0
2020-07-21,Aged85up,Aged,85+,2372,0.0,0.0
2020-07-21,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-21,Aged15to24,Aged,15-24,1959,0.0,-1.0
2020-07-21,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,-1.0
2020-07-21,Median_Age,Median Age,,40,4.0,1.0
2020-07-21,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25802,NaN,36.0
2020-07-21,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8444,2.0,-1.0
2020-07-21,Male,Male,,11024,2.0,-2.0
2020-07-21,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-21,Female,Female,,14726,4.0,-1.0
2020-07-21,HospitalisedAged15to24,Hospitalised Aged,15-24,71,0.0,0.0
2020-07-21,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-21,Aged55to64,Aged,55-64,3268,1.0,0.0
2020-07-21,Aged25to34,Aged,25-34,4352,0.0,-2.0
2020-07-22,Aged5to14,Aged,5-14,341,1.0,0.0
2020-07-22,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-22,HospitalisedAged15to24,Hospitalised Aged,15-24,71,0.0,0.0
2020-07-22,Aged15to24,Aged,15-24,1964,5.0,5.0
2020-07-22,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-22,Aged1to4,Aged,1-4,183,0.0,0.0
2020-07-22,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,0.0
2020-07-22,Unknown,Unknown,,3,0.0,0.0
2020-07-22,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-22,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-22,Female,Female,,14734,8.0,4.0
2020-07-22,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-22,Male,Male,,11050,26.0,24.0
2020-07-22,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-22,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-22,HospitalisedAged35to44,Hospitalised Aged,35-44,271,1.0,1.0
2020-07-22,Aged35to44,Aged,35-44,4538,4.0,2.0
2020-07-22,Aged25to34,Aged,25-34,4358,6.0,6.0
2020-07-22,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8451,7.0,5.0
2020-07-22,Median_Age,Median Age,,46,6.0,2.0
2020-07-22,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-22,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25819,NaN,17.0
2020-07-22,Aged55to64,Aged,55-64,3273,5.0,4.0
2020-07-22,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25819,NaN,17.0
2020-07-22,Aged45to54,Aged,45-54,4619,11.0,9.0
2020-07-22,ClustersNotified,Clusters Notified,,2153,7.0,7.0
2020-07-22,Aged65to74,Aged,65-74,1825,1.0,1.0
2020-07-22,Aged85up,Aged,85+,2372,0.0,0.0
2020-07-22,ConfirmedCovidCases,Confirmed Covid Cases,,17,NaN,-19.0
2020-07-22,Aged75to84,Aged,75-84,2301,1.0,1.0
2020-07-22,HospitalisedCovidCases,Hospitalised Covid Cases,,3314,1.0,1.0
2020-07-23,Male,Male,,11057,7.0,-19.0
2020-07-23,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-23,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-23,Unknown,Unknown,,3,0.0,0.0
2020-07-23,HospitalisedAged45to54,Hospitalised Aged,45-54,441,0.0,0.0
2020-07-23,Aged25to34,Aged,25-34,4361,3.0,-3.0
2020-07-23,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8459,8.0,1.0
2020-07-23,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-23,HospitalisedCovidCases,Hospitalised Covid Cases,,3315,1.0,0.0
2020-07-23,Aged55to64,Aged,55-64,3274,1.0,-4.0
2020-07-23,Aged1to4,Aged,1-4,184,1.0,1.0
2020-07-23,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25826,NaN,7.0
2020-07-23,Aged75to84,Aged,75-84,2302,1.0,0.0
2020-07-23,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-23,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-23,HospitalisedAged15to24,Hospitalised Aged,15-24,72,1.0,1.0
2020-07-23,Aged85up,Aged,85+,2374,2.0,2.0
2020-07-23,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-23,Female,Female,,14743,9.0,1.0
2020-07-23,Aged5to14,Aged,5-14,341,0.0,-1.0
2020-07-23,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,-1.0
2020-07-23,Aged35to44,Aged,35-44,4541,3.0,-1.0
2020-07-23,Aged15to24,Aged,15-24,1965,1.0,-4.0
2020-07-23,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-23,ClustersNotified,Clusters Notified,,2226,73.0,66.0
2020-07-23,ConfirmedCovidCases,Confirmed Covid Cases,,7,NaN,-10.0
2020-07-23,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25826,NaN,7.0
2020-07-23,Aged45to54,Aged,45-54,4622,3.0,-8.0
2020-07-23,Median_Age,Median Age,,45,-1.0,-7.0
2020-07-23,Aged65to74,Aged,65-74,1826,1.0,0.0
2020-07-23,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-24,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-24,Aged55to64,Aged,55-64,3274,0.0,-1.0
2020-07-24,Aged1to4,Aged,1-4,184,0.0,-1.0
2020-07-24,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25845,NaN,19.0
2020-07-24,Aged45to54,Aged,45-54,4623,1.0,-2.0
2020-07-24,Aged15to24,Aged,15-24,1966,1.0,0.0
2020-07-24,ClustersNotified,Clusters Notified,,2264,38.0,-35.0
2020-07-24,HospitalisedAged15to24,Hospitalised Aged,15-24,72,0.0,-1.0
2020-07-24,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-24,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25845,NaN,19.0
2020-07-24,Male,Male,,11060,3.0,-4.0
2020-07-24,Aged5to14,Aged,5-14,341,0.0,0.0
2020-07-24,Aged35to44,Aged,35-44,4542,1.0,-2.0
2020-07-24,Aged65to74,Aged,65-74,1828,2.0,1.0
2020-07-24,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-24,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-24,Aged75to84,Aged,75-84,2302,0.0,-1.0
2020-07-24,ConfirmedCovidCases,Confirmed Covid Cases,,20,NaN,13.0
2020-07-24,HospitalisedCovidCases,Hospitalised Covid Cases,,3316,1.0,0.0
2020-07-24,HospitalisedAged55to64,Hospitalised Aged,55-64,489,0.0,0.0
2020-07-24,Aged85up,Aged,85+,2374,0.0,-2.0
2020-07-24,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8461,2.0,-6.0
2020-07-24,Median_Age,Median Age,,48,3.0,4.0
2020-07-24,Female,Female,,14747,4.0,-5.0
2020-07-24,Unknown,Unknown,,3,0.0,0.0
2020-07-24,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-24,Aged25to34,Aged,25-34,4363,2.0,-1.0
2020-07-24,HospitalisedAged45to54,Hospitalised Aged,45-54,442,1.0,1.0
2020-07-24,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-24,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-24,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-25,Aged85up,Aged,85+,2374,0.0,0.0
2020-07-25,Unknown,Unknown,,3,0.0,0.0
2020-07-25,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25869,NaN,24.0
2020-07-25,Male,Male,,11069,9.0,6.0
2020-07-25,Female,Female,,14758,11.0,7.0
2020-07-25,Aged5to14,Aged,5-14,343,2.0,2.0
2020-07-25,Aged35to44,Aged,35-44,4546,4.0,3.0
2020-07-25,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-25,Aged65to74,Aged,65-74,1830,2.0,0.0
2020-07-25,Aged75to84,Aged,75-84,2302,0.0,0.0
2020-07-25,ConfirmedCovidCases,Confirmed Covid Cases,,24,NaN,4.0
2020-07-25,Aged15to24,Aged,15-24,1969,3.0,2.0
2020-07-25,HospitalisedCovidCases,Hospitalised Covid Cases,,3317,1.0,0.0
2020-07-25,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-25,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-25,Median_Age,Median Age,,31,-17.0,-20.0
2020-07-25,HospitalisedAged55to64,Hospitalised Aged,55-64,490,1.0,1.0
2020-07-25,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-25,Aged1to4,Aged,1-4,185,1.0,1.0
2020-07-25,ClustersNotified,Clusters Notified,,2274,10.0,-28.0
2020-07-25,Aged25to34,Aged,25-34,4370,7.0,5.0
2020-07-25,HospitalisedAged45to54,Hospitalised Aged,45-54,442,0.0,-1.0
2020-07-25,HospitalisedAged15to24,Hospitalised Aged,15-24,72,0.0,0.0
2020-07-25,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-25,Aged45to54,Aged,45-54,4623,0.0,-1.0
2020-07-25,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8463,2.0,0.0
2020-07-25,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-25,Aged55to64,Aged,55-64,3275,1.0,1.0
2020-07-25,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25869,NaN,24.0
2020-07-25,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-25,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-26,Aged25to34,Aged,25-34,4376,6.0,-1.0
2020-07-26,ConfirmedCovidCases,Confirmed Covid Cases,,12,NaN,-12.0
2020-07-26,Aged55to64,Aged,55-64,3275,0.0,-1.0
2020-07-26,Aged45to54,Aged,45-54,4628,5.0,5.0
2020-07-26,HospitalisedCovidCases,Hospitalised Covid Cases,,3317,0.0,-1.0
2020-07-26,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-26,Aged75to84,Aged,75-84,2302,0.0,0.0
2020-07-26,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-26,Median_Age,Median Age,,36,5.0,22.0
2020-07-26,Aged65to74,Aged,65-74,1830,0.0,-2.0
2020-07-26,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-26,HospitalisedAged55to64,Hospitalised Aged,55-64,490,0.0,-1.0
2020-07-26,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8470,7.0,5.0
2020-07-26,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-26,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-26,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25881,NaN,12.0
2020-07-26,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-26,HospitalisedAged5,Hospitalised Aged,1-4,22,0.0,0.0
2020-07-26,Aged85up,Aged,85+,2374,0.0,0.0
2020-07-26,ClustersNotified,Clusters Notified,,2282,8.0,-2.0
2020-07-26,Male,Male,,11080,11.0,2.0
2020-07-26,HospitalisedAged45to54,Hospitalised Aged,45-54,442,0.0,0.0
2020-07-26,Female,Female,,14770,12.0,1.0
2020-07-26,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25881,NaN,12.0
2020-07-26,HospitalisedAged15to24,Hospitalised Aged,15-24,72,0.0,0.0
2020-07-26,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-26,Aged35to44,Aged,35-44,4554,8.0,4.0
2020-07-26,Aged15to24,Aged,15-24,1972,3.0,0.0
2020-07-26,Aged5to14,Aged,5-14,343,0.0,-2.0
2020-07-26,Aged1to4,Aged,1-4,186,1.0,0.0
2020-07-26,Unknown,Unknown,,3,0.0,0.0
2020-07-27,Median_Age,Median Age,,26,-10.0,-15.0
2020-07-27,Aged5to14,Aged,5-14,343,0.0,0.0
2020-07-27,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-27,Female,Female,,14777,7.0,-5.0
2020-07-27,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-27,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25892,NaN,11.0
2020-07-27,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-27,Aged25to34,Aged,25-34,4382,6.0,0.0
2020-07-27,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-27,Aged65to74,Aged,65-74,1830,0.0,0.0
2020-07-27,HospitalisedAged15to24,Hospitalised Aged,15-24,73,1.0,1.0
2020-07-27,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8473,3.0,-4.0
2020-07-27,Aged55to64,Aged,55-64,3276,1.0,1.0
2020-07-27,Unknown,Unknown,,3,0.0,0.0
2020-07-27,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-27,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-27,Aged15to24,Aged,15-24,1975,3.0,0.0
2020-07-27,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25892,NaN,11.0
2020-07-27,HospitalisedAged45to54,Hospitalised Aged,45-54,442,0.0,0.0
2020-07-27,Aged85up,Aged,85+,2374,0.0,0.0
2020-07-27,Male,Male,,11085,5.0,-6.0
2020-07-27,Aged35to44,Aged,35-44,4554,0.0,-8.0
2020-07-27,HospitalisedAged5,Hospitalised Aged,1-4,23,1.0,1.0
2020-07-27,Aged1to4,Aged,1-4,188,2.0,1.0
2020-07-27,ClustersNotified,Clusters Notified,,2282,0.0,-8.0
2020-07-27,Aged75to84,Aged,75-84,2302,0.0,0.0
2020-07-27,HospitalisedCovidCases,Hospitalised Covid Cases,,3319,2.0,2.0
2020-07-27,HospitalisedAged55to64,Hospitalised Aged,55-64,490,0.0,0.0
2020-07-27,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-27,Aged45to54,Aged,45-54,4628,0.0,-5.0
2020-07-27,ConfirmedCovidCases,Confirmed Covid Cases,,11,NaN,-1.0
2020-07-28,Aged45to54,Aged,45-54,4630,2.0,2.0
2020-07-28,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25930,NaN,38.0
2020-07-28,Female,Female,,14780,3.0,-4.0
2020-07-28,HospitalisedAged45to54,Hospitalised Aged,45-54,442,0.0,0.0
2020-07-28,Aged65to74,Aged,65-74,1831,1.0,1.0
2020-07-28,Median_Age,Median Age,,37,11.0,21.0
2020-07-28,ConfirmedCovidCases,Confirmed Covid Cases,,40,NaN,29.0
2020-07-28,Unknown,Unknown,,3,0.0,0.0
2020-07-28,RequiringICUCovidCases,Requiring Covid Cases,,437,0.0,0.0
2020-07-28,ClustersNotified,Clusters Notified,,2282,0.0,0.0
2020-07-28,Aged15to24,Aged,15-24,1976,1.0,-2.0
2020-07-28,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-28,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-28,Aged55to64,Aged,55-64,3277,1.0,0.0
2020-07-28,Aged85up,Aged,85+,2374,0.0,0.0
2020-07-28,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25930,NaN,38.0
2020-07-28,Male,Male,,11092,7.0,2.0
2020-07-28,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-28,HospitalisedAged5,Hospitalised Aged,1-4,23,0.0,-1.0
2020-07-28,Aged75to84,Aged,75-84,2302,0.0,0.0
2020-07-28,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-28,Aged35to44,Aged,35-44,4556,2.0,2.0
2020-07-28,Aged1to4,Aged,1-4,188,0.0,-2.0
2020-07-28,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-28,Aged5to14,Aged,5-14,344,1.0,1.0
2020-07-28,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-28,Aged25to34,Aged,25-34,4384,2.0,-4.0
2020-07-28,HospitalisedAged55to64,Hospitalised Aged,55-64,490,0.0,0.0
2020-07-28,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8475,2.0,-1.0
2020-07-28,HospitalisedCovidCases,Hospitalised Covid Cases,,3319,0.0,-2.0
2020-07-28,HospitalisedAged15to24,Hospitalised Aged,15-24,73,0.0,-1.0
2020-07-29,HospitalisedAged5,Hospitalised Aged,1-4,23,0.0,0.0
2020-07-29,Aged1to4,Aged,1-4,189,1.0,1.0
2020-07-29,HospitalisedAged5to14,Hospitalised Aged,5-14,18,0.0,0.0
2020-07-29,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-29,HospitalisedAged35to44,Hospitalised Aged,35-44,271,0.0,0.0
2020-07-29,RequiringICUCovidCases,Requiring Covid Cases,,438,1.0,1.0
2020-07-29,Male,Male,,11112,20.0,13.0
2020-07-29,Aged65to74,Aged,65-74,1832,1.0,0.0
2020-07-29,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25942,NaN,12.0
2020-07-29,HospitalisedCovidCases,Hospitalised Covid Cases,,3321,2.0,2.0
2020-07-29,Aged75to84,Aged,75-84,2303,1.0,1.0
2020-07-29,HospitalisedAged15to24,Hospitalised Aged,15-24,73,0.0,0.0
2020-07-29,Aged35to44,Aged,35-44,4563,7.0,5.0
2020-07-29,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,25942,NaN,12.0
2020-07-29,Aged55to64,Aged,55-64,3280,3.0,2.0
2020-07-29,Aged5to14,Aged,5-14,347,3.0,2.0
2020-07-29,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8479,4.0,2.0
2020-07-29,HospitalisedAged85up,Hospitalised Aged,85+,473,0.0,0.0
2020-07-29,Unknown,Unknown,,3,0.0,0.0
2020-07-29,Aged15to24,Aged,15-24,1983,7.0,6.0
2020-07-29,Aged45to54,Aged,45-54,4635,5.0,3.0
2020-07-29,ClustersNotified,Clusters Notified,,2291,9.0,9.0
2020-07-29,ConfirmedCovidCases,Confirmed Covid Cases,,14,NaN,-26.0
2020-07-29,HospitalisedAged45to54,Hospitalised Aged,45-54,442,0.0,0.0
2020-07-29,HospitalisedAged55to64,Hospitalised Aged,55-64,492,2.0,2.0
2020-07-29,Aged85up,Aged,85+,2374,0.0,0.0
2020-07-29,Median_Age,Median Age,,33,-4.0,-15.0
2020-07-29,HospitalisedAged75to84,Hospitalised Aged,75-84,741,0.0,0.0
2020-07-29,HospitalisedAged25to34,Hospitalised Aged,25-34,198,0.0,0.0
2020-07-29,Female,Female,,14799,19.0,16.0
2020-07-29,Aged25to34,Aged,25-34,4395,11.0,9.0
2020-07-30,HospitalisedAged5,Hospitalised Aged,1-4,24,1.0,1.0
2020-07-30,HospitalisedAged65to74,Hospitalised Aged,65-74,589,0.0,0.0
2020-07-30,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,8481,2.0,-2.0
