Date,Column,Age Range,Cases,Daily Cases,Diff
2020-04-28,Confirmed Covid Cases,,229.0,,-157.0
2020-04-28,Requiring Covid Cases,,381.0,2.0,-1.0
2020-04-28,Hospitalised Covid Cases,,2684.0,41.0,-5.0
2020-04-28,Healthcare Workers Covid Cases,,6253.0,127.0,-70.0
2020-04-28,Aged,1-4,95.0,1.0,-3.0
2020-04-28,Hospitalised Aged,75-84,600.0,9.0,2.0
2020-04-28,Hospitalised Aged,65-74,482.0,3.0,-5.0
2020-04-28,Hospitalised Aged,85+,372.0,17.0,6.0
2020-04-28,Hospitalised Aged,55-64,406.0,8.0,4.0
2020-04-28,Aged,75-84,1821.0,59.0,-31.0
2020-04-28,Hospitalised Aged,25-34,157.0,0.0,-4.0
2020-04-29,Aged,25-34,3123.0,57.0,9.0
2020-04-29,Hospitalised Aged,25-34,164.0,7.0,7.0
2020-04-29,Clusters Notified,,620.0,12.0,8.0
2020-04-29,Hospitalised Aged,35-44,225.0,4.0,2.0
2020-04-29,Aged,5-14,196.0,4.0,-1.0
2020-04-29,Confirmed Covid Cases,,376.0,,147.0
2020-04-29,Aged,75-84,1866.0,45.0,-14.0
2020-04-29,Total Covid Deaths,,1190.0,,31.0
2020-04-29,Hospitalised Aged,1-4,15.0,1.0,1.0
2020-04-29,Hospitalised Aged,75-84,613.0,13.0,4.0
2020-04-29,Hospitalised Aged,65-74,484.0,2.0,-1.0
2020-04-29,Hospitalised Aged,45-54,371.0,1.0,0.0
2020-04-29,Healthcare Workers Covid Cases,,6383.0,130.0,3.0
2020-04-29,Female,,11285.0,212.0,-43.0
2020-04-29,Confirmed Covid Deaths,,31.0,,-14.0
2020-04-29,Aged,45-54,3588.0,64.0,15.0
2020-04-29,Unknown,,0.0,0.0,0.0
2020-04-29,Aged,85+,1923.0,50.0,-42.0
2020-04-29,Hospitalised Aged,85+,378.0,6.0,-11.0
2020-04-29,Hospitalised Aged,15-24,53.0,0.0,-1.0
2020-04-29,Aged,55-64,2589.0,36.0,0.0
2020-04-29,Median Age,,49.0,-8.0,-14.0
2020-04-29,Aged,35-44,3348.0,63.0,10.0
2020-04-29,Hospitalised Aged,55-64,410.0,4.0,-4.0
2020-04-29,Aged,1-4,97.0,2.0,1.0
2020-04-29,Total Confirmed Covid Cases,,20253.0,,376.0
2020-04-29,Aged,15-24,1291.0,33.0,0.0
2020-04-29,Hospitalised Covid Cases,,2722.0,38.0,-3.0
2020-04-29,Aged,65-74,1460.0,13.0,-10.0
2020-04-29,Male,,8205.0,155.0,11.0
2020-04-29,Requiring Covid Cases,,383.0,2.0,0.0
2020-04-29,Hospitalised Aged,5-14,8.0,0.0,0.0
2020-04-29,Total Confirmed Covid Cases,,20253.0,,376.0
2020-04-30,Aged,1-4,98.0,1.0,-1.0
2020-04-30,Aged,75-84,1901.0,35.0,-10.0
2020-04-30,Confirmed Covid Cases,,359.0,,-17.0
2020-04-30,Aged,35-44,3409.0,61.0,-2.0
2020-04-30,Clusters Notified,,630.0,10.0,-2.0
2020-04-30,Healthcare Workers Covid Cases,,6524.0,141.0,11.0
2020-04-30,Confirmed Covid Deaths,,43.0,,12.0
2020-04-30,Female,,11521.0,236.0,24.0
2020-04-30,Hospitalised Aged,25-34,165.0,1.0,-6.0
2020-04-30,Requiring Covid Cases,,386.0,3.0,1.0
2020-04-30,Aged,45-54,3652.0,64.0,0.0
2020-04-30,Hospitalised Aged,75-84,616.0,3.0,-10.0
2020-04-30,Aged,65-74,1490.0,30.0,17.0
2020-04-30,Total Confirmed Covid Cases,,20612.0,,359.0
2020-04-30,Hospitalised Aged,55-64,411.0,1.0,-3.0
2020-04-30,Median Age,,50.0,1.0,9.0
2020-04-30,Hospitalised Aged,15-24,53.0,0.0,0.0
2020-04-30,Aged,15-24,1319.0,28.0,-5.0
2020-04-30,Total Confirmed Covid Cases,,20612.0,,359.0
2020-04-30,Aged,5-14,200.0,4.0,0.0
2020-04-30,Hospitalised Covid Cases,,2753.0,31.0,-7.0
2020-04-30,Hospitalised Aged,5-14,8.0,0.0,0.0
2020-04-30,Hospitalised Aged,65-74,497.0,13.0,11.0
2020-04-30,Male,,8335.0,130.0,-25.0
2020-04-30,Hospitalised Aged,35-44,227.0,2.0,-2.0
2020-04-30,Aged,55-64,2633.0,44.0,8.0
2020-04-30,Hospitalised Aged,85+,384.0,6.0,0.0
2020-04-30,Hospitalised Aged,45-54,376.0,5.0,4.0
2020-04-30,Total Covid Deaths,,1232.0,,42.0
2020-04-30,Aged,85+,1971.0,48.0,-2.0
2020-04-30,Hospitalised Aged,1-4,15.0,0.0,-1.0
2020-04-30,Unknown,,0.0,0.0,0.0
2020-04-30,Aged,25-34,3174.0,51.0,-6.0
2020-05-01,Hospitalised Aged,45-54,380.0,4.0,-1.0
2020-05-01,Hospitalised Aged,1-4,16.0,1.0,1.0
2020-05-01,Healthcare Workers Covid Cases,,6638.0,114.0,-27.0
2020-05-01,Hospitalised Aged,25-34,169.0,4.0,3.0
2020-05-01,Hospitalised Aged,75-84,629.0,13.0,10.0
2020-05-01,Aged,25-34,3246.0,72.0,21.0
2020-05-01,Confirmed Covid Deaths,,34.0,,-9.0
2020-05-01,Unknown,,0.0,0.0,0.0
2020-05-01,Male,,8520.0,185.0,55.0
2020-05-01,Hospitalised Aged,35-44,228.0,1.0,-1.0
2020-05-01,Female,,11732.0,211.0,-25.0
2020-05-01,Hospitalised Covid Cases,,2805.0,52.0,21.0
2020-05-01,Total Confirmed Covid Cases,,20833.0,,221.0
2020-05-01,Aged,65-74,1521.0,31.0,1.0
2020-05-01,Total Covid Deaths,,1265.0,,33.0
2020-05-01,Total Confirmed Covid Cases,,20833.0,,221.0
2020-05-01,Aged,5-14,205.0,5.0,1.0
2020-05-01,Hospitalised Aged,65-74,507.0,10.0,-3.0
2020-05-01,Aged,55-64,2673.0,40.0,-4.0
2020-05-01,Hospitalised Aged,85+,395.0,11.0,5.0
2020-05-01,Aged,45-54,3707.0,55.0,-9.0
2020-05-01,Aged,35-44,3463.0,54.0,-7.0
2020-05-01,Hospitalised Aged,15-24,55.0,2.0,2.0
2020-05-01,Hospitalised Aged,55-64,416.0,5.0,4.0
2020-05-01,Clusters Notified,,646.0,16.0,6.0
2020-05-01,Aged,15-24,1357.0,38.0,10.0
2020-05-01,Aged,75-84,1948.0,47.0,12.0
2020-05-01,Median Age,,50.0,0.0,-1.0
2020-05-01,Confirmed Covid Cases,,221.0,,-138.0
2020-05-01,Aged,85+,2022.0,51.0,3.0
2020-05-01,Aged,1-4,100.0,2.0,1.0
2020-05-01,Requiring Covid Cases,,389.0,3.0,0.0
2020-05-01,Hospitalised Aged,5-14,9.0,1.0,1.0
2020-05-02,Aged,65-74,1540.0,19.0,-12.0
2020-05-02,Clusters Notified,,676.0,30.0,14.0
2020-05-02,Male,,8626.0,106.0,-79.0
2020-05-02,Total Confirmed Covid Cases,,21176.0,,343.0
2020-05-02,Aged,85+,2054.0,32.0,-19.0
2020-05-02,Hospitalised Aged,55-64,419.0,3.0,-2.0
2020-05-02,Median Age,,51.0,1.0,1.0
2020-05-02,Hospitalised Aged,15-24,55.0,0.0,-2.0
2020-05-02,Hospitalised Aged,65-74,514.0,7.0,-3.0
2020-05-02,Hospitalised Aged,75-84,632.0,3.0,-10.0
2020-05-02,Hospitalised Aged,1-4,16.0,0.0,-1.0
2020-05-02,Aged,15-24,1378.0,21.0,-17.0
2020-05-02,Aged,25-34,3292.0,46.0,-26.0
2020-05-02,Total Confirmed Covid Cases,,21176.0,,343.0
2020-05-02,Aged,75-84,1973.0,25.0,-22.0
2020-05-02,Hospitalised Aged,5-14,9.0,0.0,-1.0
2020-05-02,Hospitalised Aged,25-34,170.0,1.0,-3.0
2020-05-02,Aged,1-4,100.0,0.0,-2.0
2020-05-02,Requiring Covid Cases,,390.0,1.0,-2.0
2020-05-02,Total Covid Deaths,,1286.0,,21.0
2020-05-02,Aged,35-44,3507.0,44.0,-10.0
2020-05-02,Hospitalised Aged,85+,399.0,4.0,-7.0
2020-05-02,Unknown,,0.0,0.0,0.0
2020-05-02,Aged,55-64,2705.0,32.0,-8.0
2020-05-02,Confirmed Covid Deaths,,25.0,,-9.0
2020-05-02,Hospitalised Aged,35-44,228.0,0.0,-1.0
2020-05-02,Healthcare Workers Covid Cases,,6730.0,92.0,-22.0
2020-05-02,Female,,11897.0,165.0,-46.0
2020-05-02,Hospitalised Covid Cases,,2826.0,21.0,-31.0
2020-05-02,Aged,45-54,3758.0,51.0,-4.0
2020-05-02,Aged,5-14,206.0,1.0,-4.0
2020-05-02,Hospitalised Aged,45-54,383.0,3.0,-1.0
2020-05-02,Confirmed Covid Cases,,343.0,,122.0
2020-05-03,Hospitalised Aged,55-64,425.0,6.0,3.0
2020-05-03,Hospitalised Aged,1-4,18.0,2.0,2.0
2020-05-03,Requiring Covid Cases,,392.0,2.0,1.0
2020-05-03,Aged,85+,2085.0,31.0,-1.0
2020-05-03,Hospitalised Aged,15-24,56.0,1.0,1.0
2020-05-03,Total Covid Deaths,,1303.0,,17.0
2020-05-03,Unknown,,0.0,0.0,0.0
2020-05-03,Female,,12094.0,197.0,32.0
2020-05-03,Clusters Notified,,694.0,18.0,-12.0
2020-05-03,Hospitalised Aged,25-34,170.0,0.0,-1.0
2020-05-03,Aged,1-4,107.0,7.0,7.0
2020-05-03,Aged,5-14,215.0,9.0,8.0
2020-05-03,Hospitalised Aged,75-84,642.0,10.0,7.0
2020-05-03,Aged,35-44,3566.0,59.0,15.0
2020-05-03,Healthcare Workers Covid Cases,,6844.0,114.0,22.0
2020-05-03,Confirmed Covid Deaths,,19.0,,-6.0
2020-05-03,Aged,75-84,2005.0,32.0,7.0
2020-05-03,Confirmed Covid Cases,,330.0,,-13.0
2020-05-03,Aged,15-24,1415.0,37.0,16.0
2020-05-03,Aged,55-64,2743.0,38.0,6.0
2020-05-03,Aged,45-54,3818.0,60.0,9.0
2020-05-03,Hospitalised Aged,85+,408.0,9.0,5.0
2020-05-03,Hospitalised Aged,45-54,391.0,8.0,5.0
2020-05-03,Hospitalised Aged,35-44,230.0,2.0,2.0
2020-05-03,Hospitalised Covid Cases,,2869.0,43.0,22.0
2020-05-03,Aged,25-34,3352.0,60.0,14.0
2020-05-03,Male,,8780.0,154.0,48.0
2020-05-03,Hospitalised Aged,65-74,516.0,2.0,-5.0
2020-05-03,Hospitalised Aged,5-14,12.0,3.0,3.0
2020-05-03,Aged,65-74,1558.0,18.0,-1.0
2020-05-03,Total Confirmed Covid Cases,,21506.0,,330.0
2020-05-03,Total Confirmed Covid Cases,,21506.0,,330.0
2020-05-03,Median Age,,45.0,-6.0,-7.0
2020-05-04,Hospitalised Aged,15-24,56.0,0.0,-1.0
2020-05-04,Aged,35-44,3644.0,78.0,19.0
2020-05-04,Hospitalised Aged,45-54,394.0,3.0,-5.0
2020-05-04,Aged,55-64,2790.0,47.0,9.0
2020-05-04,Aged,5-14,223.0,8.0,-1.0
2020-05-04,Hospitalised Aged,75-84,647.0,5.0,-5.0
2020-05-04,Hospitalised Aged,5-14,13.0,1.0,-2.0
2020-05-04,Hospitalised Aged,85+,410.0,2.0,-7.0
2020-05-04,Total Covid Deaths,,1319.0,,16.0
2020-05-04,Confirmed Covid Cases,,266.0,,-64.0
2020-05-04,Aged,1-4,109.0,2.0,-5.0
2020-05-04,Hospitalised Aged,35-44,233.0,3.0,1.0
2020-05-04,Median Age,,40.0,-5.0,1.0
2020-05-04,Hospitalised Covid Cases,,2889.0,20.0,-23.0
2020-05-04,Aged,25-34,3443.0,91.0,31.0
2020-05-04,Hospitalised Aged,55-64,427.0,2.0,-4.0
2020-05-04,Male,,8992.0,212.0,58.0
2020-05-04,Hospitalised Aged,1-4,18.0,0.0,-2.0
2020-05-04,Aged,85+,2106.0,21.0,-10.0
2020-05-04,Hospitalised Aged,65-74,518.0,2.0,0.0
2020-05-04,Hospitalised Aged,25-34,172.0,2.0,2.0
2020-05-04,Unknown,,1.0,1.0,1.0
2020-05-04,Total Confirmed Covid Cases,,21772.0,,266.0
2020-05-04,Aged,15-24,1458.0,43.0,6.0
2020-05-04,Total Confirmed Covid Cases,,21772.0,,266.0
2020-05-04,Clusters Notified,,703.0,9.0,-9.0
2020-05-04,Healthcare Workers Covid Cases,,6951.0,107.0,-7.0
2020-05-04,Requiring Covid Cases,,392.0,0.0,-2.0
2020-05-04,Female,,12264.0,170.0,-27.0
2020-05-04,Aged,45-54,3879.0,61.0,1.0
2020-05-04,Confirmed Covid Deaths,,16.0,,-3.0
2020-05-04,Aged,75-84,2021.0,16.0,-16.0
2020-05-04,Aged,65-74,1574.0,16.0,-2.0
2020-05-05,Aged,35-44,3690.0,46.0,-32.0
2020-05-05,Total Confirmed Covid Cases,,21983.0,,211.0
2020-05-05,Healthcare Workers Covid Cases,,7008.0,57.0,-50.0
2020-05-05,Median Age,,44.0,4.0,9.0
2020-05-05,Aged,25-34,3479.0,36.0,-55.0
2020-05-05,Aged,65-74,1585.0,11.0,-5.0
2020-05-05,Aged,45-54,3913.0,34.0,-27.0
2020-05-05,Hospitalised Aged,35-44,237.0,4.0,1.0
2020-05-05,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-05,Aged,85+,2118.0,12.0,-9.0
2020-05-05,Hospitalised Aged,65-74,518.0,0.0,-2.0
2020-05-05,Aged,15-24,1473.0,15.0,-28.0
2020-05-05,Hospitalised Aged,85+,414.0,4.0,2.0
2020-05-05,Hospitalised Aged,25-34,174.0,2.0,0.0
2020-05-05,Male,,9094.0,102.0,-110.0
2020-05-05,Aged,1-4,110.0,1.0,-1.0
2020-05-05,Unknown,,1.0,0.0,-1.0
2020-05-05,Aged,5-14,230.0,7.0,-1.0
2020-05-05,Confirmed Covid Cases,,211.0,,-55.0
2020-05-05,Hospitalised Aged,55-64,429.0,2.0,0.0
2020-05-05,Requiring Covid Cases,,395.0,3.0,3.0
2020-05-05,Hospitalised Aged,45-54,397.0,3.0,0.0
2020-05-05,Aged,55-64,2818.0,28.0,-19.0
2020-05-05,Hospitalised Aged,75-84,652.0,5.0,0.0
2020-05-05,Clusters Notified,,706.0,3.0,-6.0
2020-05-05,Hospitalised Aged,15-24,58.0,2.0,2.0
2020-05-05,Aged,75-84,2035.0,14.0,-2.0
2020-05-05,Total Confirmed Covid Cases,,21983.0,,211.0
2020-05-05,Total Covid Deaths,,1339.0,,20.0
2020-05-05,Hospitalised Aged,5-14,14.0,1.0,0.0
2020-05-05,Female,,12367.0,103.0,-67.0
2020-05-05,Hospitalised Covid Cases,,2912.0,23.0,3.0
2020-05-05,Confirmed Covid Deaths,,23.0,,7.0
2020-05-06,Hospitalised Aged,75-84,657.0,5.0,0.0
2020-05-06,Hospitalised Aged,25-34,174.0,0.0,-2.0
2020-05-06,Total Confirmed Covid Cases,,22248.0,,265.0
2020-05-06,Hospitalised Aged,45-54,400.0,3.0,0.0
2020-05-06,Hospitalised Aged,65-74,521.0,3.0,3.0
2020-05-06,Aged,35-44,3742.0,52.0,6.0
2020-05-06,Healthcare Workers Covid Cases,,7071.0,63.0,6.0
2020-05-06,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-06,Aged,15-24,1493.0,20.0,5.0
2020-05-06,Male,,9225.0,131.0,29.0
2020-05-06,Aged,65-74,1598.0,13.0,2.0
2020-05-06,Female,,12485.0,118.0,15.0
2020-05-06,Total Covid Deaths,,1375.0,,36.0
2020-05-06,Requiring Covid Cases,,397.0,2.0,-1.0
2020-05-06,Aged,1-4,113.0,3.0,2.0
2020-05-06,Hospitalised Aged,15-24,59.0,1.0,-1.0
2020-05-06,Median Age,,41.0,-3.0,-7.0
2020-05-06,Clusters Notified,,710.0,4.0,1.0
2020-05-06,Hospitalised Aged,5-14,14.0,0.0,-1.0
2020-05-06,Hospitalised Aged,35-44,237.0,0.0,-4.0
2020-05-06,Aged,25-34,3537.0,58.0,22.0
2020-05-06,Total Confirmed Covid Cases,,22248.0,,265.0
2020-05-06,Aged,55-64,2841.0,23.0,-5.0
2020-05-06,Aged,75-84,2054.0,19.0,5.0
2020-05-06,Aged,45-54,3957.0,44.0,10.0
2020-05-06,Aged,5-14,236.0,6.0,-1.0
2020-05-06,Hospitalised Covid Cases,,2926.0,14.0,-9.0
2020-05-06,Hospitalised Aged,85+,415.0,1.0,-3.0
2020-05-06,Hospitalised Aged,55-64,430.0,1.0,-1.0
2020-05-06,Confirmed Covid Cases,,265.0,,54.0
2020-05-06,Confirmed Covid Deaths,,37.0,,14.0
2020-05-06,Aged,85+,2129.0,11.0,-1.0
2020-05-06,Unknown,,1.0,0.0,0.0
2020-05-07,Confirmed Covid Deaths,,29.0,,-8.0
2020-05-07,Total Confirmed Covid Cases,,22385.0,,137.0
2020-05-07,Aged,25-34,3598.0,61.0,3.0
2020-05-07,Aged,85+,2145.0,16.0,5.0
2020-05-07,Hospitalised Aged,35-44,239.0,2.0,2.0
2020-05-07,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-07,Clusters Notified,,733.0,23.0,19.0
2020-05-07,Hospitalised Aged,5-14,15.0,1.0,1.0
2020-05-07,Requiring Covid Cases,,401.0,4.0,2.0
2020-05-07,Hospitalised Aged,65-74,524.0,3.0,0.0
2020-05-07,Female,,12621.0,136.0,18.0
2020-05-07,Aged,15-24,1529.0,36.0,16.0
2020-05-07,Confirmed Covid Cases,,137.0,,-128.0
2020-05-07,Median Age,,39.0,-2.0,1.0
2020-05-07,Hospitalised Aged,75-84,660.0,3.0,-2.0
2020-05-07,Hospitalised Aged,15-24,63.0,4.0,3.0
2020-05-07,Aged,35-44,3807.0,65.0,13.0
2020-05-07,Aged,75-84,2067.0,13.0,-6.0
2020-05-07,Total Confirmed Covid Cases,,22385.0,,137.0
2020-05-07,Male,,9370.0,145.0,14.0
2020-05-07,Hospitalised Aged,25-34,174.0,0.0,0.0
2020-05-07,Healthcare Workers Covid Cases,,7152.0,81.0,18.0
2020-05-07,Total Covid Deaths,,1403.0,,28.0
2020-05-07,Unknown,,1.0,0.0,0.0
2020-05-07,Hospitalised Covid Cases,,2946.0,20.0,6.0
2020-05-07,Hospitalised Aged,45-54,400.0,0.0,-3.0
2020-05-07,Hospitalised Aged,85+,419.0,4.0,3.0
2020-05-07,Aged,65-74,1608.0,10.0,-3.0
2020-05-07,Aged,1-4,116.0,3.0,0.0
2020-05-07,Hospitalised Aged,55-64,433.0,3.0,2.0
2020-05-07,Aged,45-54,3999.0,42.0,-2.0
2020-05-07,Aged,55-64,2872.0,31.0,8.0
2020-05-07,Aged,5-14,240.0,4.0,-2.0
2020-05-08,Confirmed Covid Cases,,156.0,,19.0
2020-05-08,Confirmed Covid Deaths,,27.0,,-2.0
2020-05-08,Median Age,,49.0,10.0,12.0
2020-05-08,Healthcare Workers Covid Cases,,7212.0,60.0,-21.0
2020-05-08,Total Confirmed Covid Cases,,22541.0,,156.0
2020-05-08,Hospitalised Aged,45-54,401.0,1.0,1.0
2020-05-08,Hospitalised Covid Cases,,2968.0,22.0,2.0
2020-05-08,Hospitalised Aged,5-14,17.0,2.0,1.0
2020-05-08,Aged,35-44,3829.0,22.0,-43.0
2020-05-08,Aged,45-54,4034.0,35.0,-7.0
2020-05-08,Aged,55-64,2891.0,19.0,-12.0
2020-05-08,Aged,65-74,1617.0,9.0,-1.0
2020-05-08,Aged,15-24,1541.0,12.0,-24.0
2020-05-08,Aged,75-84,2077.0,10.0,-3.0
2020-05-08,Hospitalised Aged,15-24,63.0,0.0,-4.0
2020-05-08,Hospitalised Aged,65-74,529.0,5.0,2.0
2020-05-08,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-08,Aged,85+,2154.0,9.0,-7.0
2020-05-08,Male,,9426.0,56.0,-89.0
2020-05-08,Unknown,,2.0,1.0,1.0
2020-05-08,Hospitalised Aged,25-34,174.0,0.0,0.0
2020-05-08,Total Covid Deaths,,1429.0,,26.0
2020-05-08,Aged,1-4,116.0,0.0,-3.0
2020-05-08,Aged,5-14,242.0,2.0,-2.0
2020-05-08,Aged,25-34,3616.0,18.0,-43.0
2020-05-08,Requiring Covid Cases,,404.0,3.0,-1.0
2020-05-08,Total Confirmed Covid Cases,,22541.0,,156.0
2020-05-08,Hospitalised Aged,55-64,437.0,4.0,1.0
2020-05-08,Hospitalised Aged,85+,423.0,4.0,0.0
2020-05-08,Clusters Notified,,737.0,4.0,-19.0
2020-05-08,Hospitalised Aged,35-44,239.0,0.0,-2.0
2020-05-08,Hospitalised Aged,75-84,666.0,6.0,3.0
2020-05-08,Female,,12701.0,80.0,-56.0
2020-05-09,Clusters Notified,,746.0,9.0,5.0
2020-05-09,Aged,15-24,1562.0,21.0,9.0
2020-05-09,Total Covid Deaths,,1446.0,,17.0
2020-05-09,Confirmed Covid Deaths,,18.0,,-9.0
2020-05-09,Hospitalised Aged,15-24,63.0,0.0,0.0
2020-05-09,Hospitalised Aged,25-34,175.0,1.0,1.0
2020-05-09,Female,,12809.0,108.0,28.0
2020-05-09,Confirmed Covid Cases,,219.0,,63.0
2020-05-09,Aged,85+,2168.0,14.0,5.0
2020-05-09,Aged,35-44,3866.0,37.0,15.0
2020-05-09,Hospitalised Aged,35-44,239.0,0.0,0.0
2020-05-09,Hospitalised Aged,85+,425.0,2.0,-2.0
2020-05-09,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-09,Male,,9504.0,78.0,22.0
2020-05-09,Aged,45-54,4055.0,21.0,-14.0
2020-05-09,Healthcare Workers Covid Cases,,7272.0,60.0,0.0
2020-05-09,Hospitalised Aged,45-54,402.0,1.0,0.0
2020-05-09,Unknown,,2.0,0.0,-1.0
2020-05-09,Aged,55-64,2913.0,22.0,3.0
2020-05-09,Total Confirmed Covid Cases,,22760.0,,219.0
2020-05-09,Hospitalised Aged,75-84,671.0,5.0,-1.0
2020-05-09,Total Confirmed Covid Cases,,22760.0,,219.0
2020-05-09,Hospitalised Aged,55-64,439.0,2.0,-2.0
2020-05-09,Aged,75-84,2093.0,16.0,6.0
2020-05-09,Requiring Covid Cases,,404.0,0.0,-3.0
2020-05-09,Aged,25-34,3653.0,37.0,19.0
2020-05-09,Hospitalised Aged,65-74,534.0,5.0,0.0
2020-05-09,Median Age,,44.0,-5.0,-15.0
2020-05-09,Aged,5-14,244.0,2.0,0.0
2020-05-09,Aged,65-74,1633.0,16.0,7.0
2020-05-09,Hospitalised Covid Cases,,2984.0,16.0,-6.0
2020-05-09,Aged,1-4,116.0,0.0,0.0
2020-05-09,Hospitalised Aged,5-14,17.0,0.0,-2.0
2020-05-10,Aged,25-34,3684.0,31.0,-6.0
2020-05-10,Hospitalised Aged,35-44,241.0,2.0,2.0
2020-05-10,Hospitalised Aged,65-74,539.0,5.0,0.0
2020-05-10,Aged,55-64,2931.0,18.0,-4.0
2020-05-10,Hospitalised Aged,5-14,17.0,0.0,0.0
2020-05-10,Hospitalised Aged,85+,429.0,4.0,2.0
2020-05-10,Healthcare Workers Covid Cases,,7338.0,66.0,6.0
2020-05-10,Confirmed Covid Cases,,236.0,,17.0
2020-05-10,Hospitalised Aged,1-4,18.0,0.0,0.0
2020-05-10,Aged,85+,2177.0,9.0,-5.0
2020-05-10,Hospitalised Aged,25-34,177.0,2.0,1.0
2020-05-10,Total Covid Deaths,,1458.0,,12.0
2020-05-10,Unknown,,2.0,0.0,0.0
2020-05-10,Aged,1-4,118.0,2.0,2.0
2020-05-10,Aged,5-14,250.0,6.0,4.0
2020-05-10,Requiring Covid Cases,,406.0,2.0,2.0
2020-05-10,Hospitalised Aged,55-64,440.0,1.0,-1.0
2020-05-10,Total Confirmed Covid Cases,,22996.0,,236.0
2020-05-10,Hospitalised Aged,75-84,676.0,5.0,0.0
2020-05-10,Clusters Notified,,750.0,4.0,-5.0
2020-05-10,Aged,45-54,4077.0,22.0,1.0
2020-05-10,Hospitalised Aged,15-24,63.0,0.0,0.0
2020-05-10,Median Age,,45.0,1.0,6.0
2020-05-10,Confirmed Covid Deaths,,12.0,,-6.0
2020-05-10,Aged,35-44,3892.0,26.0,-11.0
2020-05-10,Hospitalised Covid Cases,,3007.0,23.0,7.0
2020-05-10,Aged,65-74,1646.0,13.0,-3.0
2020-05-10,Female,,12902.0,93.0,-15.0
2020-05-10,Total Confirmed Covid Cases,,22996.0,,236.0
2020-05-10,Male,,9569.0,65.0,-13.0
2020-05-10,Aged,75-84,2110.0,17.0,1.0
2020-05-10,Aged,15-24,1576.0,14.0,-7.0
2020-05-10,Hospitalised Aged,45-54,406.0,4.0,3.0
2020-05-11,Hospitalised Aged,55-64,441.0,1.0,0.0
2020-05-11,Hospitalised Covid Cases,,3024.0,17.0,-6.0
2020-05-11,Hospitalised Aged,75-84,682.0,6.0,1.0
2020-05-11,Aged,75-84,2129.0,19.0,2.0
2020-05-11,Hospitalised Aged,85+,433.0,4.0,0.0
2020-05-11,Hospitalised Aged,65-74,541.0,2.0,-3.0
2020-05-11,Hospitalised Aged,1-4,19.0,1.0,1.0
2020-05-11,Aged,15-24,1597.0,21.0,7.0
2020-05-11,Clusters Notified,,755.0,5.0,1.0
2020-05-11,Aged,1-4,120.0,2.0,0.0
2020-05-11,Hospitalised Aged,15-24,64.0,1.0,1.0
2020-05-11,Female,,13071.0,169.0,76.0
2020-05-11,Requiring Covid Cases,,407.0,1.0,-1.0
2020-05-11,Median Age,,46.0,1.0,0.0
2020-05-11,Male,,9661.0,92.0,27.0
2020-05-11,Hospitalised Aged,45-54,407.0,1.0,-3.0
2020-05-11,Total Confirmed Covid Cases,,23135.0,,139.0
2020-05-11,Aged,5-14,257.0,7.0,1.0
2020-05-11,Confirmed Covid Deaths,,15.0,,3.0
2020-05-11,Hospitalised Aged,25-34,178.0,1.0,-1.0
2020-05-11,Aged,65-74,1662.0,16.0,3.0
2020-05-11,Total Confirmed Covid Cases,,23135.0,,139.0
2020-05-11,Aged,35-44,3943.0,51.0,25.0
2020-05-11,Healthcare Workers Covid Cases,,7454.0,116.0,50.0
2020-05-11,Hospitalised Aged,5-14,17.0,0.0,0.0
2020-05-11,Total Covid Deaths,,1467.0,,9.0
2020-05-11,Confirmed Covid Cases,,139.0,,-97.0
2020-05-11,Aged,45-54,4120.0,43.0,21.0
2020-05-11,Aged,25-34,3727.0,43.0,12.0
2020-05-11,Unknown,,2.0,0.0,0.0
2020-05-11,Hospitalised Aged,35-44,241.0,0.0,-2.0
2020-05-11,Aged,85+,2199.0,22.0,13.0
2020-05-11,Aged,55-64,2968.0,37.0,19.0
2020-05-12,Unknown,,2.0,0.0,0.0
2020-05-12,Total Covid Deaths,,1488.0,,21.0
2020-05-12,Requiring Covid Cases,,408.0,1.0,0.0
2020-05-12,Aged,5-14,259.0,2.0,-5.0
2020-05-12,Aged,85+,2225.0,26.0,4.0
2020-05-12,Hospitalised Aged,55-64,442.0,1.0,0.0
2020-05-12,Hospitalised Aged,5-14,17.0,0.0,0.0
2020-05-12,Total Confirmed Covid Cases,,23242.0,,107.0
2020-05-12,Hospitalised Aged,15-24,64.0,0.0,-1.0
2020-05-12,Median Age,,50.0,4.0,3.0
2020-05-12,Aged,15-24,1616.0,19.0,-2.0
2020-05-12,Hospitalised Aged,45-54,408.0,1.0,0.0
2020-05-12,Total Confirmed Covid Cases,,23242.0,,107.0
2020-05-12,Hospitalised Covid Cases,,3035.0,11.0,-6.0
2020-05-12,Aged,65-74,1673.0,11.0,-5.0
2020-05-12,Aged,35-44,3971.0,28.0,-23.0
2020-05-12,Hospitalised Aged,1-4,19.0,0.0,-1.0
2020-05-12,Aged,45-54,4145.0,25.0,-18.0
2020-05-12,Aged,55-64,2993.0,25.0,-12.0
2020-05-12,Hospitalised Aged,85+,436.0,3.0,-1.0
2020-05-12,Male,,9733.0,72.0,-20.0
